cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
 Elizabeth Murmu,NA," Maheshpur Block, Sitamarpur Panchayat of Pakur district, six children in a family of Bhagabandh village - have two disabled sons - Saiful and Habazul - one is blind from birth, their mother Sonavan BIbi had submitted two applications - but no benefit from the government till Not found. Maybe it is not possible ….. because she has not given bribe.",anti poverty programs,2019-02-05 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,CDPO,Screen the video to CDPO for referring for the disease for cure to higher medical treatment and sanction for pension for these two differently able brothers for getting govt assistance in the form of pension and allowance for their survival as there are six children in the family to take care by the parents.,2019,2,5,2022,11,18,True,screen the video to cdpo for referring for the disease for cure to higher medical treatment and sanction for pension for these two differently able brothers for getting govt assistance in the form of pension and allowance for their survival as there are six children in the family to take care by the parents.
 Emilia Hansda,NA," The pension of Rahman Ansari of Maheshpur block Bhagabandh village of Pakur district has been stopped for one year. Rahman is restless due to stoppage of pension, he keeps going to the bank again and again and inquires from the manager, pension is not coming at all.",anti poverty programs,2018-09-13 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO," make an application give to BDO, submit all documents, screen video to BDO",2018,9,13,2022,11,18,True,pension given jay
 Saniyaro Devi,SHIKHA PAHARIN," On 7/9/2022, Jal Sahiya Didi people of 7 blocks of Lohardaga district staged a one-day protest near Lohardaga Collectorate, in which Finance Minister Rameshwar Oraon and Banna Gupta submitted an application to Health Minister Jharkhand, in which they assured to take quick action and get honorarium.",labor rights,2022-09-26 00:00:00.000,2022-11-16 06:08:03.028,LOHARDAGA,True,False,True,NA,"Will share the video, will apply to the officer",2022,9,26,2022,11,16,True,NA
 Binita Oraon,SHIKHA PAHARIN,"District Lohardaga, Block Lohardaga, Panchayat Harmu Village Harmu, a total of 150 families reside here, the villagers tell that there is a severe water problem since the time of our great grandfather, people bring water from the well built in the fields, one kilometer away from the village. Yes, the villagers told that in 2015 there was some relief to the villagers because the government was providing clean drinking water to every household by filtering the water of the Koil river by the Village Water and Sanitation Committee, but from April 2021 due to the breakdown of the water tank. People face a lot of trouble, especially in the rainy and summer months, there are fights in the village for water. People want that we should be given clean water to every family according to our needs.",anti poverty programs,2022-08-29 00:00:00.000,2022-10-11 06:04:47.814,LOHARDAGA,True,False,True,SU, Just talked to the chief.,2022,8,29,2022,10,11,True,NA
 Saroj Kumar Rawani,GRADUATE CC," It is a dream of the Prime Minister that all the poor people should have the house. But it is a matter of great discomfort that 12 families of the Ravidas community, who have been residing there for 70 years, in the Village Lamtaung village under the District Chatra section of Lovlang. Those who are being taken away from home by the Forest Department. Thereby, the villagers have to face considerable trouble.",crumbling infrastructure,2019-07-22 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,CO,"cc must meet and screen this video to deputy commissioner for a second thought to give forest department in this regard. Villagers must accompany him in this effort. So, 70 years of living in a place which is not a permanent solution to the Chamar caste people to sustain elsewhere which is a totally new place to settle down. Previously they have had everything to lead their lives with their children.",2019,7,22,2022,11,18,True,screen this video to deputy commissioner for a second thought to give forest department in this regard.
 Elizabeth Murmu,NA,"Jharkhand is the country's most natural wealth rich state, but the rural areas of the state are still deprived of basic facilities. In Kutukpur, a small village in Pakur district, the community has been demanding a metalled road for years. But till date the administration has not paid attention to it.",crumbling infrastructure,2020-12-07 00:00:00.000,2022-03-30 13:01:53.727,PAAKUR,True,False,True,BDO, visit to community organize a meeting. make an application and give to BDO. screen video in community,2020,12,7,2022,3,30,True,NA
 Kamal Kishor Purty,NA, Wages have not been paid to 18 MNREGA workers throughout a year. The complaints of the writing in the division camp were not paid heed to either.,anti poverty programs,2018-12-24 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO,Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO Anshuman input & Feedback on 27/12/2018 Community Screening & Meeting With DDC se mile unko video dikhaye samasya par charcha kare aur likhit application de aur dusari copy par unse receiving le. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe.,2018,12,24,2022,11,18,True,payment to mnrega workers
 Kamal Kishor Purty,NA,Scam in Pradhan Mantri Awas Yojana in Kumardungi block of West Singhbhum district. Housing construction completed and money payment completed in PM Housing Site MIS report. While it is incomplete on the ground. Full money is not paid to the beneficiary.,corruption,2018-08-22 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO,"By giving RTI, the information of the woman is there, after meeting BDO, watch the video and share it in social okmedia. Anshuman Input 03/10/2018 Video ko social media share kare kare screening & meeting ka ayojan kare with community , attached documents related to scam, bad us karwaye a photocopy of the application and then send it to the Janta Darbar with the help of the community, send the video to the public, show the entire problem and write the application de and receive the second copy. Iske sath hi sath woe k RTI File kare. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe. Hamne CC ko Kiya tha kuchh apne Confusion ko dur karne ke liye At the end of the Calling me hamne ye impact plan unko bata hai. 27/12/2018 Community Screening & Meeting kare aayojan kare puri samsya par samuhik charcha kar dDC (District Development Commissioner) ke naam likhe us bad us application ki karwaye us bad 1 photocopy karwaye us bad Community ke saath DDC se mile unko video dikhaye samsya par charcha Do and write application de and second copy on their receiving le. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe. Anshuman Updated on 06/02/2019 After this process 4 ke mamale me recovery process is going on and 7 Logo ka PM Awas banana shuru ho gaya",2018,8,22,2022,11,18,True,stop corruption in pmay and give the remaining money to the people
 Laxman Hembrom,SHIKHA PAHARIN," In Lakhindih village of Aruvan panchayat under Kuchai block, for the last three years, 300 people of 50 houses, including Chand Muni, have been using dirty water from a well built on their farm for clean drinking water, due to the deterioration of the water-miner. Had informed the chief several times to repair this water tower, but the administration kept on giving",livelihoods,2022-06-30 00:00:00.000,2022-08-29 06:33:49.985,SARAIKELLA KHARSAWAN,True,False,True,NA,cc can write the application and can approach the target official of the area to take suitable action to solve the problem.,2022,6,30,2022,8,29,False,NA
 Laxman Hembrom,SHIKHA PAHARIN,"15 Bihor families like Somra Bihor and Pooja Bihor of Sarjom village under Kuchai block of Seraikela are facing lot of difficulties in maintaining their family due to lock down. Kilo grains are available but at present the business is closed due to which they are not able to buy oil, salt, sugar and other things. There is a demand that food grains should be given from the government.",livelihoods,2021-06-11 00:00:00.000,2022-03-30 13:01:53.727,SARAIKELLA KHARSAWAN,True,True,False,NA," block adhikari ko video share karna hai, aur video share karna hai",2021,6,11,2022,3,30,True,NA
 Nirmala Ekka,NA," Brsa Singh ke bade bete Gyan Pradhan, goa aaye de kaam karne. Goa main unka tabiyat ho gaya aur Goa main hi unki death ho gayi. The family's demand is that the dead body should be brought to Jharkhand. Unhone Jharkhand Labor Control Room kiya aur Nirmal VV ki Correspondent jo waha kaam karti hai unhone unka case liye. Nirmala talked to the government officials. Baat nahi bani toh unhone Goa VV office main Amrita se baat kiya jinhone Fishing Union se jude Siddharth se baat ki. Milkar unka shav was sent to Jharkhand. His death certificate is being made from Goa to give compensation to the family. Pariwar hai Dist - Simdega, block- Kolebira, panchayat Bogba, village- Raisiya se.",livelihoods,2020-12-31 00:00:00.000,2022-03-30 13:01:53.727,RANCHI,True,False,True,NA,Amita is getting the Death Certificate made in Goa. Nirmala will follow up in Jharkhand that they get the compensation.,2020,12,31,2022,3,30,False,NA
